tweets,health_index,depression_risk,anxiety_risk,stress_level,social_isolation,self_esteem_issues,emotional_instability,emotional_signature
Feeling blessed and happy 😊 ||| Had a wonderful lunch with friends ||| Had a wonderful lunch with friends ||| Excited about my new project! ||| Feeling blessed and happy 😊,84,10,16,23,15,1,18,"Calm, joyful, optimistic"
Nothing seems to go right ||| Nothing seems to go right ||| Feeling down today... ||| Life is tough sometimes ||| Feeling lonely and anxious,52,70,76,50,79,60,61,"Sad, withdrawn, anxious"
I hate Mondays ||| Feeling lonely and anxious ||| Feeling down today... ||| Feeling down today... ||| Nothing seems to go right,48,69,51,44,75,46,54,"Sad, withdrawn, anxious"
Angry and exhausted 😡 ||| I can't stand traffic anymore ||| This is so frustrating! ||| This is so frustrating! ||| Why does this always happen to me?,67,35,52,89,43,34,67,"Irritable, stressed, impatient"
"Life is beautiful, enjoying every moment ||| Feeling blessed and happy 😊 ||| Feeling blessed and happy 😊 ||| Feeling blessed and happy 😊 ||| Excited about my new project!",91,2,19,27,17,5,11,"Calm, joyful, optimistic"
Why does this always happen to me? ||| People are driving me crazy ||| I can't stand traffic anymore ||| People are driving me crazy ||| This is so frustrating!,54,40,62,81,23,41,69,"Irritable, stressed, impatient"
"Had a wonderful lunch with friends ||| Life is beautiful, enjoying every moment ||| Life is beautiful, enjoying every moment ||| Had a wonderful lunch with friends ||| Feeling blessed and happy 😊",99,6,16,4,10,12,20,"Calm, joyful, optimistic"
"Excited about my new project! ||| Had a wonderful lunch with friends ||| Life is beautiful, enjoying every moment ||| Had a wonderful lunch with friends ||| I had a great day today!",81,3,17,23,1,0,8,"Calm, joyful, optimistic"
Angry and exhausted 😡 ||| I can't stand traffic anymore ||| This is so frustrating! ||| I can't stand traffic anymore ||| I can't stand traffic anymore,53,41,43,72,21,37,63,"Irritable, stressed, impatient"
I can't stand traffic anymore ||| This is so frustrating! ||| Why does this always happen to me? ||| Angry and exhausted 😡 ||| Angry and exhausted 😡,60,50,54,81,24,50,87,"Irritable, stressed, impatient"
I can't stand traffic anymore ||| Why does this always happen to me? ||| I can't stand traffic anymore ||| Why does this always happen to me? ||| Angry and exhausted 😡,52,21,56,83,38,50,76,"Irritable, stressed, impatient"
I hate Mondays ||| Nothing seems to go right ||| I hate Mondays ||| I hate Mondays ||| Life is tough sometimes,51,64,72,49,77,48,69,"Sad, withdrawn, anxious"
Angry and exhausted 😡 ||| Why does this always happen to me? ||| Why does this always happen to me? ||| Why does this always happen to me? ||| This is so frustrating!,62,31,59,86,27,37,78,"Irritable, stressed, impatient"
Had a wonderful lunch with friends ||| I had a great day today! ||| Feeling blessed and happy 😊 ||| Excited about my new project! ||| Feeling blessed and happy 😊,99,12,18,21,6,9,8,"Calm, joyful, optimistic"
Why does this always happen to me? ||| Angry and exhausted 😡 ||| This is so frustrating! ||| This is so frustrating! ||| Why does this always happen to me?,48,30,52,65,30,43,82,"Irritable, stressed, impatient"
Why does this always happen to me? ||| People are driving me crazy ||| Why does this always happen to me? ||| People are driving me crazy ||| Why does this always happen to me?,48,25,56,72,22,42,83,"Irritable, stressed, impatient"
I hate Mondays ||| Feeling lonely and anxious ||| Feeling lonely and anxious ||| Feeling lonely and anxious ||| I hate Mondays,46,78,61,43,64,56,67,"Sad, withdrawn, anxious"
Feeling lonely and anxious ||| Feeling lonely and anxious ||| Nothing seems to go right ||| Nothing seems to go right ||| Nothing seems to go right,46,84,76,42,69,69,50,"Sad, withdrawn, anxious"
People are driving me crazy ||| Why does this always happen to me? ||| This is so frustrating! ||| I can't stand traffic anymore ||| I can't stand traffic anymore,50,44,42,74,40,45,79,"Irritable, stressed, impatient"
Feeling blessed and happy 😊 ||| Excited about my new project! ||| I had a great day today! ||| Feeling blessed and happy 😊 ||| Excited about my new project!,89,8,1,8,12,19,17,"Calm, joyful, optimistic"
Excited about my new project! ||| Feeling blessed and happy 😊 ||| Had a wonderful lunch with friends ||| Feeling blessed and happy 😊 ||| Feeling blessed and happy 😊,91,1,18,13,4,14,13,"Calm, joyful, optimistic"
This is so frustrating! ||| Angry and exhausted 😡 ||| This is so frustrating! ||| Angry and exhausted 😡 ||| This is so frustrating!,69,33,51,64,32,39,82,"Irritable, stressed, impatient"
I hate Mondays ||| Feeling lonely and anxious ||| Life is tough sometimes ||| Feeling down today... ||| I hate Mondays,51,64,61,43,41,64,71,"Sad, withdrawn, anxious"
This is so frustrating! ||| People are driving me crazy ||| Why does this always happen to me? ||| I can't stand traffic anymore ||| I can't stand traffic anymore,48,42,45,71,23,22,85,"Irritable, stressed, impatient"
People are driving me crazy ||| People are driving me crazy ||| I can't stand traffic anymore ||| I can't stand traffic anymore ||| This is so frustrating!,62,44,59,79,32,30,82,"Irritable, stressed, impatient"
Had a wonderful lunch with friends ||| I had a great day today! ||| I had a great day today! ||| Excited about my new project! ||| Excited about my new project!,96,2,4,8,0,5,10,"Calm, joyful, optimistic"
"Life is beautiful, enjoying every moment ||| Life is beautiful, enjoying every moment ||| Excited about my new project! ||| Had a wonderful lunch with friends ||| Had a wonderful lunch with friends",83,7,19,14,12,19,9,"Calm, joyful, optimistic"
Feeling down today... ||| Nothing seems to go right ||| Nothing seems to go right ||| Feeling lonely and anxious ||| Life is tough sometimes,45,87,69,50,46,51,60,"Sad, withdrawn, anxious"
I hate Mondays ||| Life is tough sometimes ||| Feeling lonely and anxious ||| I hate Mondays ||| I hate Mondays,59,76,52,45,68,51,61,"Sad, withdrawn, anxious"
Excited about my new project! ||| Had a wonderful lunch with friends ||| I had a great day today! ||| Feeling blessed and happy 😊 ||| Had a wonderful lunch with friends,89,10,2,18,15,1,12,"Calm, joyful, optimistic"
"I had a great day today! ||| Had a wonderful lunch with friends ||| Feeling blessed and happy 😊 ||| I had a great day today! ||| Life is beautiful, enjoying every moment",95,7,12,4,3,8,1,"Calm, joyful, optimistic"
Feeling blessed and happy 😊 ||| Had a wonderful lunch with friends ||| Excited about my new project! ||| I had a great day today! ||| I had a great day today!,87,7,12,7,9,11,7,"Calm, joyful, optimistic"
I hate Mondays ||| Nothing seems to go right ||| Nothing seems to go right ||| Nothing seems to go right ||| Life is tough sometimes,34,80,79,61,62,65,73,"Sad, withdrawn, anxious"
Feeling lonely and anxious ||| Feeling lonely and anxious ||| Nothing seems to go right ||| Nothing seems to go right ||| Nothing seems to go right,44,77,56,56,64,60,63,"Sad, withdrawn, anxious"
Feeling blessed and happy 😊 ||| Had a wonderful lunch with friends ||| Had a wonderful lunch with friends ||| Feeling blessed and happy 😊 ||| I had a great day today!,98,13,5,4,7,17,2,"Calm, joyful, optimistic"
"Life is beautiful, enjoying every moment ||| Had a wonderful lunch with friends ||| Life is beautiful, enjoying every moment ||| Had a wonderful lunch with friends ||| Life is beautiful, enjoying every moment",81,10,15,26,8,0,19,"Calm, joyful, optimistic"
People are driving me crazy ||| This is so frustrating! ||| Why does this always happen to me? ||| Angry and exhausted 😡 ||| I can't stand traffic anymore,66,45,69,69,42,40,78,"Irritable, stressed, impatient"
"Life is beautiful, enjoying every moment ||| Feeling blessed and happy 😊 ||| Life is beautiful, enjoying every moment ||| Had a wonderful lunch with friends ||| Feeling blessed and happy 😊",83,14,9,13,1,9,3,"Calm, joyful, optimistic"
Feeling blessed and happy 😊 ||| Feeling blessed and happy 😊 ||| Had a wonderful lunch with friends ||| Had a wonderful lunch with friends ||| Had a wonderful lunch with friends,100,13,17,15,1,6,14,"Calm, joyful, optimistic"
"Had a wonderful lunch with friends ||| Life is beautiful, enjoying every moment ||| Life is beautiful, enjoying every moment ||| Feeling blessed and happy 😊 ||| Excited about my new project!",86,13,11,18,20,1,3,"Calm, joyful, optimistic"
Nothing seems to go right ||| Nothing seems to go right ||| Feeling lonely and anxious ||| Feeling down today... ||| Life is tough sometimes,33,76,55,57,49,61,58,"Sad, withdrawn, anxious"
"Had a wonderful lunch with friends ||| Feeling blessed and happy 😊 ||| Excited about my new project! ||| Life is beautiful, enjoying every moment ||| Feeling blessed and happy 😊",95,18,5,4,2,3,0,"Calm, joyful, optimistic"
"Feeling blessed and happy 😊 ||| Excited about my new project! ||| Life is beautiful, enjoying every moment ||| Excited about my new project! ||| Life is beautiful, enjoying every moment",83,3,11,1,10,0,0,"Calm, joyful, optimistic"
This is so frustrating! ||| Why does this always happen to me? ||| This is so frustrating! ||| People are driving me crazy ||| This is so frustrating!,51,48,44,82,42,49,61,"Irritable, stressed, impatient"
"Feeling blessed and happy 😊 ||| Life is beautiful, enjoying every moment ||| Excited about my new project! ||| I had a great day today! ||| Had a wonderful lunch with friends",86,4,6,12,0,16,14,"Calm, joyful, optimistic"
"I had a great day today! ||| Had a wonderful lunch with friends ||| Feeling blessed and happy 😊 ||| Life is beautiful, enjoying every moment ||| I had a great day today!",85,1,19,18,6,14,2,"Calm, joyful, optimistic"
I can't stand traffic anymore ||| Angry and exhausted 😡 ||| I can't stand traffic anymore ||| Angry and exhausted 😡 ||| Why does this always happen to me?,70,34,67,90,31,45,66,"Irritable, stressed, impatient"
"Excited about my new project! ||| Feeling blessed and happy 😊 ||| Feeling blessed and happy 😊 ||| Excited about my new project! ||| Life is beautiful, enjoying every moment",88,15,11,11,20,3,11,"Calm, joyful, optimistic"
Had a wonderful lunch with friends ||| Had a wonderful lunch with friends ||| Had a wonderful lunch with friends ||| I had a great day today! ||| Had a wonderful lunch with friends,92,2,3,9,20,1,6,"Calm, joyful, optimistic"
Feeling lonely and anxious ||| Life is tough sometimes ||| I hate Mondays ||| Feeling lonely and anxious ||| Feeling lonely and anxious,60,69,54,48,43,46,57,"Sad, withdrawn, anxious"
"Had a wonderful lunch with friends ||| Had a wonderful lunch with friends ||| Life is beautiful, enjoying every moment ||| Feeling blessed and happy 😊 ||| Feeling blessed and happy 😊",80,16,2,23,6,13,14,"Calm, joyful, optimistic"
"Excited about my new project! ||| Life is beautiful, enjoying every moment ||| Life is beautiful, enjoying every moment ||| Life is beautiful, enjoying every moment ||| Feeling blessed and happy 😊",97,9,0,21,10,18,8,"Calm, joyful, optimistic"
Nothing seems to go right ||| Feeling lonely and anxious ||| Feeling down today... ||| Nothing seems to go right ||| I hate Mondays,50,73,53,45,52,52,62,"Sad, withdrawn, anxious"
Angry and exhausted 😡 ||| Why does this always happen to me? ||| I can't stand traffic anymore ||| Angry and exhausted 😡 ||| I can't stand traffic anymore,58,21,57,83,21,34,80,"Irritable, stressed, impatient"
Angry and exhausted 😡 ||| Angry and exhausted 😡 ||| I can't stand traffic anymore ||| Angry and exhausted 😡 ||| I can't stand traffic anymore,51,49,50,68,36,46,74,"Irritable, stressed, impatient"
People are driving me crazy ||| Why does this always happen to me? ||| Angry and exhausted 😡 ||| Angry and exhausted 😡 ||| Angry and exhausted 😡,52,21,65,71,43,37,68,"Irritable, stressed, impatient"
"Excited about my new project! ||| Life is beautiful, enjoying every moment ||| I had a great day today! ||| Excited about my new project! ||| Had a wonderful lunch with friends",88,13,0,18,1,18,1,"Calm, joyful, optimistic"
Nothing seems to go right ||| Life is tough sometimes ||| Life is tough sometimes ||| I hate Mondays ||| Life is tough sometimes,36,67,64,54,74,42,66,"Sad, withdrawn, anxious"
Feeling lonely and anxious ||| Nothing seems to go right ||| Nothing seems to go right ||| Life is tough sometimes ||| Life is tough sometimes,52,76,73,55,43,48,56,"Sad, withdrawn, anxious"
This is so frustrating! ||| People are driving me crazy ||| People are driving me crazy ||| Angry and exhausted 😡 ||| I can't stand traffic anymore,68,47,61,62,37,22,87,"Irritable, stressed, impatient"
Angry and exhausted 😡 ||| People are driving me crazy ||| Why does this always happen to me? ||| Why does this always happen to me? ||| People are driving me crazy,44,43,51,82,42,34,84,"Irritable, stressed, impatient"
"Had a wonderful lunch with friends ||| Life is beautiful, enjoying every moment ||| Had a wonderful lunch with friends ||| I had a great day today! ||| Had a wonderful lunch with friends",90,18,8,5,18,6,16,"Calm, joyful, optimistic"
I can't stand traffic anymore ||| I can't stand traffic anymore ||| This is so frustrating! ||| People are driving me crazy ||| This is so frustrating!,56,34,54,82,20,25,65,"Irritable, stressed, impatient"
Life is tough sometimes ||| Feeling lonely and anxious ||| Nothing seems to go right ||| Nothing seems to go right ||| I hate Mondays,33,76,53,65,56,45,77,"Sad, withdrawn, anxious"
Had a wonderful lunch with friends ||| Feeling blessed and happy 😊 ||| Had a wonderful lunch with friends ||| Had a wonderful lunch with friends ||| Excited about my new project!,83,3,19,29,14,4,5,"Calm, joyful, optimistic"
I can't stand traffic anymore ||| This is so frustrating! ||| Why does this always happen to me? ||| People are driving me crazy ||| I can't stand traffic anymore,53,46,45,65,39,44,74,"Irritable, stressed, impatient"
